codice;descrizione;um;prezzo_listino;pz_conf;min_vend;prezzo_unitario;stato;note;pagina
V52068-B;KIT DX TAPPI ANGOLO APRIBILE 270 °;CF;233.32;1.0;1.0;233.32;Attivo - gestito;;25
V52069-B;KIT SX TAPPI ANGOLO APRIBILE 270°;CF;235.57;1.0;1.0;235.57;Attivo - gestito;;25
V52071-B;C82S-CS TAPPO EST.SX INF. PORTA BALCONE;CF;9.27;1.0;1.0;9.274;Attivo - gestito;;25
V52072-B;C82S-CS TAPPO EST.DX INF. PORTA BALCONE;CF;9.27;1.0;1.0;9.274;Attivo - gestito;;25
V52077-B;C67K-M KIT TAPPI DUE ANTE T-Z NERI;CF;3.31;1.0;1.0;3.312;Attivo - gestito;;25
V52077-W;C67K-M KIT TAPPI DUE ANTE T-Z BIANCHI;CF;3.31;1.0;1.0;3.312;Attivo - gestito;;25
V52083-B;C75S KIT TAPPI PER PROFILO STULP;CF;31.45;20.0;1.0;1.573;Attivo - gestito;;25
V52095-B;COPPIA TAPPI PROFILO PERSIANA RK906653;CF;21.07;20.0;1.0;1.054;Attivo - gestito;;25
V52096-B;COPPIA TAPPI PROFILO PERSIANA RK906655;CF;22.74;20.0;1.0;1.137;Attivo - gestito;;25
V52102-B;C45K-TAPPI DUE ANTE PER PROFILO N31500;CF;1.82;1.0;1.0;1.822;Attivo - gestito;;25
V52123-B;C45K-NI TAPPI PER N31500 DOPPIO SORMONTO;CF;1.95;1.0;1.0;1.946;Attivo - gestito;;25
V53003;TAPPI PER LABIRINTO INFINIUM;CF;3.0;1.0;1.0;3.002;Attivo - gestito;;25
V53008;TAPPO PARAC. IN GOMMA H=10 MM, NERO T34;CF;4.75;20.0;1.0;0.238;Attivo - gestito;;25
V53047-B;S146LM CP. TAPPI LABIRINTO INFERIORE;CF;15.45;5.0;1.0;3.091;Attivo - gestito;;25
V53048-B;S146LM CP. TAPPI LABIRINTO SUPERIORE;CF;11.15;5.0;1.0;2.229;Attivo - gestito;;25
V53049-B;S146LM TAPPO DO FINITURA LABIRINTO;CF;4.75;10.0;1.0;0.475;Attivo - gestito;;25
V53050P-B;S146LM TAPPO FINITURA MONT. N11120;CF;8.94;10.0;1.0;0.894;Attivo - gestito;;25
V53054-B;S140 - KIT TAPPI LABIRINTO V31013;CF;2.65;1.0;1.0;2.65;Attivo - gestito;;25
V53055-B;S140 - KIT TAPPI LABIRINTO SLIM V31015;CF;2.22;1.0;1.0;2.215;Attivo - gestito;;25
V53056P1;S146LM TAPPO FINITURA MONT. N11124;CF;5.86;5.0;1.0;1.172;Attivo - gestito;;25
V53059-B;"S140 KIT TAPPO CENTRALE ""IN LINE"" U10020";CF;4.98;1.0;1.0;4.978;Attivo - gestito;;25
V53060-B;S146LM TAPPO CENTRALE CON SPAZZOLINI;CF;2.09;1.0;1.0;2.091;Attivo - gestito;;25
V53077-B;"S140 KIT TAPPO CENTRALE ""IN LINE"" U10400";CF;8.94;1.0;1.0;8.942;Attivo - gestito;;25
V54000;ANGOLO VULC. PER GUARNIZIONE V02001 C67K;CF;16.89;20.0;1.0;0.845;Attivo - gestito;;25
V54004;ANGOLO VULCANIZZATO PER 800158;CF;5.8;5.0;1.0;1.159;Attivo - gestito;;25
V54005-B;ANGOLO VULCANIZ. PER GUARNIZIONE 800050;CF;8.83;20.0;1.0;0.441;Attivo - gestito;;25
V54007;ANGOLO VULC. PER GIUNTO APERTO V02024;CF;20.87;20.0;1.0;1.044;Attivo - gestito;;25
V54013;ANGOLO PARASPIGOLO PER GUARN. V03000;CF;34.87;20.0;1.0;1.744;Attivo - gestito;;25
V55000;TAPPO DI TENUTA PER SOTTOSOGLIA INFINIUM;CF;10.71;2.0;1.0;5.356;Attivo - gestito;;25
V55026;GUARNIZIONE PER CONN. TRAV. TUB.H36 C67K;CF;14.9;20.0;1.0;0.745;Attivo - gestito;;25
V55028;GUARNIZIONE PER CONN. TRAV. TUB.H22 C67K;CF;13.81;20.0;1.0;0.69;Attivo - gestito;;26
V55034;TAPPO DI FIN. SOTTO SOGLIA U00631 U00632;CF;17.11;2.0;1.0;8.555;Attivo - gestito;;26
V55064;FONDO DI GIUNTO PER CONN. TRAV.H36;CF;21.63;20.0;1.0;1.082;Attivo - gestito;;26
V55077;FONDO DI GIUNTO PER CONN.TRAV.H22;CF;20.64;20.0;1.0;1.032;Attivo - gestito;;26
V55090-B;S146LM TAPPO TENUTA SUP. SECONDARIO;CF;5.91;5.0;1.0;1.182;Attivo - gestito;;26
V55093-B;KIT ELEMENTI DI TENUTA PER FRIZIONE BILI;CF;31.12;1.0;1.0;31.12;Attivo - gestito;;26
V55094P-B;S146LM TAPPO DI CHIUSURA ANGOLO;CF;5.68;4.0;1.0;1.421;Attivo - gestito;;26
V55096-B;S146LM TAPPO DI TENUTA SUPERIORE CENTR;CF;6.24;2.0;1.0;3.121;Attivo - gestito;;26
V55097-B;S140 - KIT TAPPI CHIUSURA TUB. U10020;CF;5.3;4.0;1.0;1.325;Attivo - gestito;;26
V55098-B;S140 - KIT TAPPI CHIUS. TUBOLARE U10400;CF;3.97;4.0;1.0;0.994;Attivo - gestito;;26
V55099-B;S146LM TAPPO TENUTA INF.CENTRALE;CF;7.01;3.0;1.0;2.336;Attivo - gestito;;26
V55109-B;S146LM COPPIA TAPPI PER PROFILO N11901;CF;198.08;5.0;1.0;39.616;Attivo - gestito;;26
V55126;S146LM FLANGE ADESIVE PER SOGLIA STD;CF;3.97;1.0;1.0;3.974;Attivo - gestito;;26
V55127;S146LM KIT FLANGE ADESIVE SOGLIA BASSA;CF;3.36;1.0;1.0;3.364;Attivo - gestito;;26
V55168-B;S140 - TAPPI X CHIUSURA TUBOLARE U10022;CF;5.3;4.0;1.0;1.325;Attivo - gestito;;26
V58000;TAPPO DI CHIUSURA CENTRALE (ANTA) INFINI;CF;6.38;2.0;1.0;3.188;Attivo - gestito;;26
V58001;TAPPI DI FINITURA PER PROFILO U00600;CF;124.16;1.0;1.0;124.16;Attivo - gestito;;26
V58002;TAPPI DI FINITURA PER PROF ADAT. N00901;CF;52.28;1.0;1.0;52.28;Attivo - gestito;;26
V58003;TAPPI DI FINITURA DX SOGLIA E MONT.SCORR;CF;86.95;1.0;1.0;86.95;Attivo - gestito;;26
V58004;TAPPI DI FINITURA SX SOGLIA E MONT.SCORR;CF;86.95;1.0;1.0;86.95;Attivo - gestito;;26
V58005;TAPPI TELAIO E CENTRALE X SCOR.3 VIE DX;CF;19.1;1.0;1.0;19.096;Attivo - gestito;;26
V58006;TAPPI TELAIO E CENTRALE X SCOR.3 VIE SX;CF;19.1;1.0;1.0;19.096;Attivo - gestito;;26
V58007;TAPPI ANTA TAPPI DI FIN. TAPPO CENTR. DX;CF;18.65;1.0;1.0;18.651;Attivo - gestito;;26
V58008;TAPPI ANTA TAPPI DI FIN. TAPPO CENTR. SX;CF;18.65;1.0;1.0;18.651;Attivo - gestito;;26
V58010-G;TAPPI SPAL TAPPO CEN.INF 2 ANTE DX R7035;CF;7.78;1.0;1.0;7.783;Attivo - gestito;;26
V58011-G;TAPPI SPAL TAPPO CEN.INF 2 ANTE SX R7035;CF;7.78;1.0;1.0;7.783;Attivo - gestito;;26
V58016-B;CLIP GUIDA BULLONE FILET.VERSIO.(H00406);CF;31.67;1.0;1.0;31.67;Attivo - gestito;;26
V58017-B;CLIP GUIDA BULLONE FILET.VERSIO.(H00408);CF;39.06;1.0;1.0;39.06;Attivo - gestito;;26
V58018-B;CLIP GUIDA BULLONE FILET.VERSIO.(H00409);CF;40.93;1.0;1.0;40.93;Attivo - gestito;;26
V58019-B;KIT TAPPI FIN.INTERLOCK DX (N00120-121);CF;36.41;1.0;1.0;36.41;Attivo - gestito;;26
V58020-B;KIT TAPPI FIN.INTERLOCK SX (N00120-121);CF;36.41;1.0;1.0;36.41;Attivo - gestito;;26
V58021-B;KIT TAPPI FIN.INTERLOCK DX (N00122-123);CF;41.27;1.0;1.0;41.27;Attivo - gestito;;26
V58022-B;KIT TAPPI FIN.INTERLOCK SX (N00122-123);CF;41.27;1.0;1.0;41.27;Attivo - gestito;;26
V58023-B;KIT TAPPI FIN.INTERLOCK DX (N00124);CF;45.35;1.0;1.0;45.35;Attivo - gestito;;26
V58024-B;KIT TAPPI FIN.INTERLOCK SX (N00124);CF;45.35;1.0;1.0;45.35;Attivo - gestito;;26
V58025-B;KIT TAPPI FIN.INTERLOCK DX (N00125);CF;52.09;1.0;1.0;52.09;Attivo - gestito;;26
V58026-B;KIT TAPPI FIN.INTERLOCK SX (N00125);CF;52.09;1.0;1.0;52.09;Attivo - gestito;;26
V58027-B;KIT TAPPI DI TENUTA INTERLOCK SOGLIA PIA;CF;20.42;1.0;1.0;20.42;Attivo - gestito;;26
V58031-B;S140 - KIT BASE 2 ANTE PER ALZANTE SCORR;CF;22.3;1.0;1.0;22.3;Attivo - gestito;;26
V58034-B;TAPPI ANTA E TAPPI FINIT.TEL.X ANTA OXO;CF;12.47;1.0;1.0;12.472;Attivo - gestito;;26
V58036-B;S140 - KIT BASE 3 ANTE PER ALZANTE SCORR;CF;54.51;1.0;1.0;54.51;Attivo - gestito;;26
V58037-B;S140 - KIT TAPPO TENUTA CENTR.INF.U10020;CF;3.81;1.0;1.0;3.809;Attivo - gestito;;26
V58038-B;S140 - KIT TAPPO TENUTA CENTR.INF.U10400;CF;1.99;1.0;1.0;1.987;Attivo - gestito;;26
V58039-B;S140 - KIT BASE OX PER ALZANTE SCORREVOL;CF;12.14;1.0;1.0;12.141;Attivo - gestito;;26
V58040-B;S140-KIT TAPPO TEN.CENT.INF.TEL.U10000;CF;2.77;1.0;1.0;2.774;Attivo - gestito;;26
V58041-B;S140 - KIT TAPPO TENUTA CENT INF TELAIO;CF;1.61;1.0;1.0;1.605;Attivo - gestito;;26
V58042-B;S140 - KIT TAPPI ANTE IN LINEA;CF;6.57;1.0;1.0;6.572;Attivo - gestito;;26
V58045;S140 - KIT SPESSORE BLOCCO TAPPO ANTA;CF;7.68;1.0;1.0;7.68;Attivo - gestito;;26
V58049-B;S140 - KIT FISSAGGIO ANTA;CF;5.86;1.0;1.0;5.858;Attivo - gestito;;26
V58055-B;S140 - KIT BASE 2 ANTE PER SCORREVOLE;CF;18.99;1.0;1.0;18.992;Attivo - gestito;;26
V58057;SC156HI KIT TERMINALI COVER V31220;CF;49.21;1.0;1.0;49.21;Attivo - gestito;;26
V59003;CP TAPPI CEN. E LAT. PER N80100 T34 NERO;CF;12.59;20.0;1.0;0.629;Attivo - gestito;;26
V59004;CP TAPPI CEN. E LAT. PER N80120 T34 NERO;CF;12.59;20.0;1.0;0.629;Attivo - gestito;;26
V59005;TAPPO DX FINITURA LATO PO.GU.DO T34 NERO;CF;2.77;10.0;1.0;0.277;Attivo - gestito;;26
V59006;TAPPO SX FINITURA LATO PO.GU.DO T34 NERO;CF;2.77;10.0;1.0;0.277;Attivo - gestito;;26
V59007;TAPPO DX FINITURA X  DOGHE 34MM T34 NERO;CF;2.77;10.0;1.0;0.277;Attivo - gestito;;26
V59008;TAPPO SX FINITURA X  DOGHE 34MM T34 NERO;CF;2.77;10.0;1.0;0.277;Attivo - gestito;;26
V59028;ROND. SOTTO BAN. DA 2 MM, IN PVC MO. T34;CF;13.81;20.0;1.0;0.69;Attivo - gestito;;26
V59029;RONDELLA COPRIF. NERA IN PVC MORBIDO T34;CF;2.43;20.0;1.0;0.122;Attivo - gestito;;26
V59030;SPESSORE PER FERMAMANIGLIA, NERO T34;CF;6.4;20.0;1.0;0.32;Attivo - gestito;;26
V59031;SPESSORE PER GUIDA ASTA, NERO T34;CF;3.92;20.0;1.0;0.196;Attivo - gestito;;26
V59032;SPESSORE PER SUPPORTO GANCIO, NERO T34;CF;4.47;20.0;1.0;0.224;Attivo - gestito;;26
V59047;TASSELLO VETRO ANTA PER VETRO TRIPLO;CF;14.68;2.0;1.0;7.338;Attivo - gestito;;26
V59076;KIT SPESSORI SENSORE ALLARME;CF;5.41;1.0;1.0;5.413;Attivo - gestito;;27
V59084;TAPPO CEN.PICCOLO INF.DX ANTA CENT. 3VIE;CF;1.67;1.0;1.0;1.667;Attivo - gestito;;27
V59085;TAPPO CEN.PICCOLO INF.SX ANTA CENT. 3VIE;CF;1.88;1.0;1.0;1.884;Attivo - gestito;;27
V59094;CLIP COMPENSAZIONE BRACCI C110 C130;CF;3.71;20.0;1.0;0.185;Attivo - gestito;;27
V59103-B;TASSELLO VETRO X SPECCHIATU.FISSE NERO;CF;37.08;20.0;1.0;1.854;Attivo - gestito;;27
V59106-B;TASSELLO VETRO  STIPITE;CF;33.77;50.0;1.0;0.675;Attivo - gestito;;27
V59110-B;KIT TAPPI FINALI PORTASPAZZOLINO;CF;1.67;1.0;1.0;1.667;Attivo - gestito;;27
V59113-B;TAPPO CEN. INFERIORE ANTA SX OXO NERO;CF;1.88;1.0;1.0;1.884;Attivo - gestito;;27
V59114-B;TAPPO CEN. INFERIORE ANTA DX OXO NERO;CF;1.88;1.0;1.0;1.884;Attivo - gestito;;27
V59121-B;COPRIGIUNTI PER CONNESSIONE STIPITE;CF;5.68;10.0;1.0;0.568;Attivo - gestito;;27
V59126-B;TAPPO CENTRALE PICCOLO INF.DX ANGOLO APR;CF;51.09;1.0;1.0;51.09;Attivo - gestito;;27
V59127-B;TAPPO CENTRALE PICCOLO INF.SX ANGOLO APR;CF;51.09;1.0;1.0;51.09;Attivo - gestito;;27
V59128-B;COPPIA TAPPI DI FINITURA PER PROF.N02910;CF;23.4;1.0;1.0;23.4;Attivo - gestito;;27
V59140-B;S140 - KIT CENTRAGGIO CARRELLI;CF;14.68;40.0;1.0;0.367;Attivo - gestito;;27
V59141-B;S140 - KIT TAPPI MONTANTE -SOGLIA U10400;CF;3.97;1.0;1.0;3.974;Attivo - gestito;;27
V59142-B;S140 - KIT TAPPI MONTANTE -SOGLIA U10401;CF;3.16;1.0;1.0;3.157;Attivo - gestito;;27
V59144-B;PLZ - CLIP RITEGNO COVER;CF;9.83;12.0;1.0;0.819;Attivo - gestito;;27
V59154-B;T34-PASSANTE IN NYLON NERO PER ASTE EST.;CF;8.55;20.0;1.0;0.427;Attivo - gestito;;27
V59161-B;KIT SP 15 MM X TP V58037/8 X B10140;CF;7.01;1.0;1.0;7.007;Attivo - gestito;;27
V59162-B;KIT SP 36 MM X TP V58037/8 X B10120;CF;15.02;1.0;1.0;15.018;Attivo - gestito;;27
V59163-B;KIT SP 15 MM X TP V58040/1 X B10140;CF;4.75;1.0;1.0;4.751;Attivo - gestito;;27
V59164-B;KIT SP 36 MM X TP V58040/1 X B10120;CF;10.04;1.0;1.0;10.04;Attivo - gestito;;27
V59219-B;C45K-NI TAPPI PER PORTE DUE ANTE;CF;0.87;1.0;1.0;0.87;Attivo - gestito;;27
V62000;SUPPORTO VETRO INFINIUM;CF;20.54;1.0;1.0;20.54;Attivo - gestito;;27
V62008;SUPPORTO VETRO;CF;61.25;50.0;1.0;1.225;Attivo - gestito;;27
V68000;MEC +55 PLUS UNIV 1MAN 9LAM V.NERO 36MM;CF;15.23;1.0;1.0;15.225;Attivo - gestito;;27
V68001;MEC +55 PLUS UNIV 1MAN 10LAM V.NERO 36MM;CF;17.22;1.0;1.0;17.222;Attivo - gestito;;27
V68002;MEC +55 PLUS UNIV 1MAN 11LAM V.NERO 36MM;CF;18.65;1.0;1.0;18.651;Attivo - gestito;;27
V68003;MEC +55 PLUS UNIV 1MAN 12LAM V.NERO 36MM;CF;19.32;1.0;1.0;19.323;Attivo - gestito;;27
V68004;MEC +55 PLUS UNIV 1MAN 13LAM V.NERO 36MM;CF;20.46;1.0;1.0;20.46;Attivo - gestito;;27
V68005;MEC +55 PLUS UNIV 1MAN 14LAM V.NERO 36MM;CF;23.73;1.0;1.0;23.73;Attivo - gestito;;27
V68006;MEC +55 PLUS UNIV 1MAN 15LAM V.NERO 36MM;CF;24.94;1.0;1.0;24.94;Attivo - gestito;;27
V68007;MEC +55 PLUS UNIV 1MAN 16LAM V.NERO 36MM;CF;26.82;1.0;1.0;26.82;Attivo - gestito;;27
V68008;MEC +55 PLUS UNIV 1MAN 17LAM V.NERO 36MM;CF;28.69;1.0;1.0;28.69;Attivo - gestito;;27
V68009;MEC +55 PLUS UNIV 1MAN 18LAM V.NERO 36MM;CF;30.56;1.0;1.0;30.56;Attivo - gestito;;27
V68010;MEC +55 PLUS UNIV 1MAN 19LAM V.NERO 36MM;CF;31.9;1.0;1.0;31.9;Attivo - gestito;;27
V68011;MEC +55 PLUS UNIV 1MAN 20LAM V.NERO 36MM;CF;32.88;1.0;1.0;32.88;Attivo - gestito;;27
V68012;MEC +55 PLUS UNIV 1MAN 21LAM V.NERO 36MM;CF;34.61;1.0;1.0;34.61;Attivo - gestito;;27
V68013;MEC +55 PLUS UNIV 1MAN 22LAM V.NERO 36MM;CF;38.68;1.0;1.0;38.68;Attivo - gestito;;27
V68014;MEC +55 PLUS UNIV 1MAN 23LAM V.NERO 36MM;CF;38.63;1.0;1.0;38.63;Attivo - gestito;;27
V68015;MEC +55 PLUS UNIV 1MAN 24LAM V.NERO 36MM;CF;42.32;1.0;1.0;42.32;Attivo - gestito;;27
V68016;MEC +55 PLUS UNIV 1MAN 25LAM V.NERO 36MM;CF;44.14;1.0;1.0;44.14;Attivo - gestito;;27
V68017;MEC +55 PLUS UNIV 1MAN 26LAM V.NERO 36MM;CF;45.41;1.0;1.0;45.41;Attivo - gestito;;27
V68018;MEC +55 PLUS UNIV 1MAN 28LAM V.NERO 36MM;CF;47.01;1.0;1.0;47.01;Attivo - gestito;;27
V69012;SENSORE ALLARME C67K;CF;26.16;1.0;1.0;26.16;Attivo - gestito;;27
V69016;PLZ STRISCIA LED BIANCO CALDO 3000K 4 M;CF;174.92;1.0;1.0;174.92;Attivo - gestito;;27
V69018;PLZ STRISCIA LED, BIANCO CALDO 3000K 6 M;CF;262.37;1.0;1.0;262.37;Attivo - gestito;;27
V69019;PLZ PROLUNGA 2 M PER BIANCO CALDO;CF;16.25;1.0;1.0;16.25;Attivo - gestito;;27
V69020;PLZ PROLUNGA 4 M PER IL BIANCO CALDO;CF;25.77;1.0;1.0;25.77;Attivo - gestito;;27
V69026;PLZ SENSORE PIOGGIA;CF;308.95;1.0;1.0;308.95;Attivo - gestito;;27
V69034;PLZ KIT CENTRALE MOTORI;CF;783.5;1.0;1.0;783.5;Attivo - gestito;;27
V69036;PLZ TELECOMANDO;CF;146.45;1.0;1.0;146.45;Attivo - gestito;;27
V69049;PLZ CENTRALINA LUCI LED BIANCHI;CF;519.57;1.0;1.0;519.57;Attivo - gestito;;27
V69052;S140 - AMMORTIZZATORE SICUREZZA MANIGLIA;CF;72.16;1.0;1.0;72.16;Attivo - gestito;;27
V69053;S140 - MOLLA SUPP. SOLLEVA ANTA <200 KG;CF;20.68;1.0;1.0;20.68;Attivo - gestito;;27
V69054;S140 - MOLLA SUPP. SOLLEVA ANTA >200 KG;CF;25.38;1.0;1.0;25.38;Attivo - gestito;;27
V69058;NASTRO BIAD. ACRILICO GRIGIO 30X1.1 MM;ML;4.37;33.0;33.0;4.368;Attivo - gestito;;27
V69061;SC156 - KIT AMMORTIZZATORE 150 - 330 KG;CF;129.62;1.0;1.0;129.62;Attivo - gestito;;27
V69072-S2;K-VIEW ELEMENTO SCAR.ACQUA 2FORI OX.AG;CF;8.94;1.0;1.0;8.942;Attivo - gestito;;27
V69073-S2;K-VIEW TAPPO TERMINALE PER N98600 OX.AG.;CF;14.35;1.0;1.0;14.345;Attivo - gestito;;27
V70000;VITE PER SQUADRETTA INFINIUM;CF;15.45;50.0;1.0;0.309;Attivo - gestito;;27
V70001P;CF Ø4.2X30MM POZI CSK POLYAM.E SCREW INF;CF;5.25;20.0;1.0;0.262;Attivo - gestito;;27
V70002;Ø4.2X16MM POZI CSK S/TAP S/S VITE INFIN.;CF;6.81;100.0;1.0;0.068;Attivo - gestito;;27
V70004;Ø3.5X13MM POZI PAN S/TAP S/S VITE INFIN.;CF;7.57;100.0;1.0;0.076;Attivo - gestito;;28
V70005;Ø4.2X13MM POZI PAN VITE AUTOFIL. INFINI.;CF;13.29;100.0;1.0;0.133;Attivo - gestito;;28
V70020;BARRA FILETTATA M6 DA 3M;CF;14.68;1.0;1.0;14.676;Attivo - gestito;;28
V70042;KIT PROTEZIONI ANTIEFFRAZIONE ANTA;CF;20.64;1.0;1.0;20.64;Attivo - gestito;;28
V70043;KIT PROTEZIONE ANTIEFFRAZIONE 2 ANTE;CF;20.31;1.0;1.0;20.31;Attivo - gestito;;28
V70096P;CF. AUTOF.TC 5X35 DIN 7505-B INOX;CF;17.55;100.0;1.0;0.176;Attivo - gestito;;28
V70100P;PLZ CF DADI M8 ISO 4032;CF;4.24;20.0;1.0;0.212;Attivo - gestito;;28
V70110P;PLZ CF VITI A TESTA MARTELLO;CF;13.04;20.0;1.0;0.652;Attivo - gestito;;28
V70124P;CF VITI AUT. TSP 3.5X13F UNI EN ISO 7050;CF;4.25;20.0;1.0;0.213;Attivo - gestito;;28
V70125P;CF VITI AUT. TSP 3.5X16 UNI EN ISO 15482;CF;3.54;20.0;1.0;0.177;Attivo - gestito;;28
V70130;VITE AUTOF. D.6MM PER SQUADRETTA;CF;31.34;100.0;1.0;0.313;Attivo - gestito;;28
V70184P;CF VITE AUT.TC 4.8X16EF UNIEN ISO 15481;CF;5.25;20.0;1.0;0.262;Attivo - gestito;;28
V70188P;"VITE 4.8X38 ISO 14585 TYPE ""C"" - INOX A2";CF;15.89;100.0;1.0;0.159;Attivo - gestito;;28
V70189P;"VITE 4.8X41 ISO 14585 TYPE ""C"" - INOX A2";CF;19.53;100.0;1.0;0.195;Attivo - gestito;;28
V70190P;"VITE 4.8X44 ISO 14585 TYPE ""C"" - INOX A2";CF;19.76;100.0;1.0;0.198;Attivo - gestito;;28
V70191P;"VITE 4.8X47 ISO 14585 TYPE ""C"" - INOX A2";CF;19.98;100.0;1.0;0.2;Attivo - gestito;;28
V70192P;"VITE 4.8X50 ISO 14585 TYPE ""C"" - INOX A2";CF;20.31;100.0;1.0;0.203;Attivo - gestito;;28
V70193P;"VITE 4.8X53 ISO 14585 TYPE ""C"" - INOX A2";CF;30.68;100.0;1.0;0.307;Attivo - gestito;;28
V70194P;"VITE 4.8X56 ISO 14585 TYPE ""C"" - INOX A2";CF;31.24;100.0;1.0;0.312;Attivo - gestito;;28
V70195P;"VITE 4.8X60 ISO 14585 TYPE ""C"" - INOX A2";CF;32.33;100.0;1.0;0.323;Attivo - gestito;;28
V70196P;"VITE 4.8X67 ISO 14585 TYPE ""C"" - INOX A2";CF;49.55;100.0;1.0;0.496;Attivo - gestito;;28
V70197P;"VITE 4.8X70 ISO 14585 TYPE ""C"" - INOX A2";CF;55.51;100.0;1.0;0.555;Attivo - gestito;;28
V70198P;"VITE 4.8X73 ISO 14585 TYPE ""C"" - INOX A2";CF;57.61;100.0;1.0;0.576;Attivo - gestito;;28
V70203P;"VITE 4.8X32 ISO 14585 TYPE ""C"" - INOX A2";CF;11.59;100.0;1.0;0.116;Attivo - gestito;;28
V70246;VITE 6.3X19 EN ISO 7050 - INOX A2;PZ;0.09;1.0;1.0;0.088;Attivo - gestito;;28
V70247;VITE AUTOF.Ø 8MM PER SQUADR.PRESSOFUSA;CF;23.18;100.0;1.0;0.232;Attivo - gestito;;28
V70495;VITE AUTOF. PER SQUADRETTE 5X13,8 D6;CF;26.26;100.0;1.0;0.263;Attivo - gestito;;28
V72029;KIT DI GIUNZIONE TELAIO;CF;76.49;8.0;1.0;9.561;Attivo - gestito;;28
V72030;KIT DI GIUNZIONE TELAIO;CF;42.0;1.0;1.0;42.0;Attivo - gestito;;28
V72062;KIT RITEGNO SINGOLO SG50 - 6+6/8+8;CF;122.98;50.0;1.0;2.46;Attivo - gestito;;28
V72069;KIT RITEGNO DOPPIO SG50 - 6+6/8+8;CF;122.98;50.0;1.0;2.46;Attivo - gestito;;28
V72074;SPINA SAGOMATA D.6MM PER SQUADRETTA;CF;29.9;100.0;1.0;0.299;Attivo - gestito;;28
V72080;SPINA D 3MM (L=7.5) CON GAMBO A ROTTURA;CF;38.73;100.0;1.0;0.387;Attivo - gestito;;28
V72082;SPINA D3 MM (L=9.5) CON GAMBO A ROTTURA;CF;34.54;100.0;1.0;0.345;Attivo - gestito;;28
V72121;S140-KIT DI FISSAGGIO PROFILO U10601;CF;62.9;10.0;1.0;6.29;Attivo - gestito;;28
V72202;K-VIEW - PIATTINA DI GIUNZIONE GR.;CF;0.85;1.0;1.0;0.849;Attivo - gestito;;28
V78002;KIT SUPPORTO PER VETRO 32-40MM;CF;5.08;1.0;1.0;5.082;Attivo - gestito;;28
V78003;KIT SUPPORTO PER VETRO 42-52MM;CF;6.01;1.0;1.0;6.013;Attivo - gestito;;28
V78004;S140 - KIT RINFORZO ANTA;CF;10.6;1.0;1.0;10.598;Attivo - gestito;;28
V78005;S140 - KIT RINF. AD U ANTA CENTR. 3 VIE;CF;18.65;1.0;1.0;18.651;Attivo - gestito;;28
V78029;K-VIEW KIT BLOCCAGGIO VETRO DA 8.8 MM;CF;36.41;4.0;1.0;9.103;Attivo - gestito;;28
V78030;K-VIEW KIT BLOCCAGGIO VETRO DA 10.10 MM;CF;36.41;4.0;1.0;9.103;Attivo - gestito;;28
V90019;SUPPORTO VETRO DA 57MM;CF;139.05;100.0;1.0;1.391;Attivo - gestito;;28
V90026;SUPPORTO VETRO 63 MM SL50;CF;137.98;100.0;1.0;1.38;Attivo - gestito;;28
V90027;SUPPORTO VETRO 42 MM ORIZZONTALE VETRI P;CF;58.37;10.0;1.0;5.837;Attivo - gestito;;28
V90028;SUPPORTO VETRO 48MM ORIZZONTALE VETRI P;CF;59.18;10.0;1.0;5.918;Attivo - gestito;;28
V90029;42 MM ELEMENTO ADDIZIONALE PER SUPPORTO;CF;199.25;10.0;1.0;19.925;Attivo - gestito;;28
V90030;48 MM ELEMENTO ADD. PER SUPP.VETRI PESAN;CF;200.86;10.0;1.0;20.086;Attivo - gestito;;28
V90075;STAFFA A PAVIMENTO;CF;81.25;1.0;1.0;81.25;Attivo - gestito;;28
V90081;STAFFA A MURO;CF;37.16;1.0;1.0;37.16;Attivo - gestito;;28
V90088-B;TAPPO PARACOLPO NERO;CF;6.9;1.0;1.0;6.903;Attivo - gestito;;28
V90094;PLZ ANGOLARE DI FISSAGGIO N99308;CF;3.78;1.0;2.0;3.778;Attivo - gestito;;28
V90166;SC156 - KIT SUPPORTO VETRO;CF;14.9;2.0;1.0;7.452;Attivo - gestito;;28
